No,Y house price of unit area,PC1
106,71.0,-1.3510090559609356
107,47.1,-1.6361126713206047
108,26.6,0.7410428643388399
109,34.1,-0.08359774370933955
110,28.4,1.5920099268538999
111,51.6,-0.7462197715694551
112,39.4,-1.4148883653520143
113,23.1,1.5900009609211585
114,7.6,-0.48962439666169827
115,53.3,-1.8005865843193896
116,46.4,-0.7315913614917338
117,12.2,5.6017300314090726
118,13.0,4.116544405359205
119,30.6,1.0638259418203497
120,59.6,-1.282162905259147
121,31.3,-0.3993635243438265
122,48.0,-0.3744230208164744
123,32.5,-1.1304117374801657
124,45.5,0.24247854258081508
125,57.4,-1.4610182506450449
126,48.6,-0.823718741140398
127,62.9,-0.5104598190651126
128,55.0,-1.2246091238668588
129,60.7,-0.8977481834452943
130,41.0,-1.5392213663687855
131,37.5,-1.393662851874147
132,30.7,1.5857449120792357
133,37.5,-0.7834441468211055
134,39.5,-1.8421582421901517
135,42.2,-0.9296897241513855
136,20.8,0.2509779146540372
137,46.8,-1.160034754018984
138,47.4,-0.781805523134842
139,43.5,0.5507461200075797
140,42.5,-0.43679421057541207
141,51.4,-1.3007985396487314
142,28.9,0.8616625937757791
143,37.5,-0.8004003066798709
144,40.1,-0.3744230208164744
145,28.4,0.7223673755861516
146,45.5,-1.1300931471762177
147,52.2,0.19235840182947456
148,43.2,-1.331479726968244
149,45.1,3.9062819335890078
150,39.7,-1.5283949119659612
151,48.5,-1.111827088597526
152,44.7,-1.642937695537714
153,28.9,0.7411225730650487
154,40.9,-0.19421968874348278
155,20.7,3.9579906160017018
156,15.6,3.9796327657014587
157,18.3,1.609961161106948
158,35.6,-0.49694388968354886
159,39.4,-1.1413194109031914
160,37.4,-0.5405598819635894
161,57.8,-0.8450876754964068
162,39.6,-0.460890936183485
163,11.6,3.901964149743637
164,55.5,-0.7150541001125336
165,55.2,0.19862341660413854
166,30.6,-0.43148373603952006
167,73.6,-1.3071539299842594
168,43.4,-1.3447484741756388
169,37.4,-0.5165210117096546
170,23.5,0.7134396329049245
171,14.4,4.227821457165856
172,58.8,-1.2370594522079876
173,58.1,-1.6972644372123902
174,35.1,-1.1974460628379953
175,45.2,-1.2874878797391078
176,36.5,-0.29247920870460453
177,19.2,4.209691394665489
178,42.0,-1.7840544081796046
179,36.7,-0.7929949923601994
180,42.6,0.1773063188030666
181,15.5,4.086496511175888
182,55.9,-1.8431796090061157
183,23.6,1.5819587475843215
184,18.8,4.003417492698783
185,21.8,0.8731096681886817
186,21.5,0.6960607221115744
187,25.7,1.5783277049135358
188,22.0,0.9640449910513699
189,44.3,-1.6567509520115904
190,20.5,3.914374623721661
191,42.3,-1.2835396394876164
192,37.8,-0.5261227751007503
193,42.7,-1.117234636724721
194,49.3,-1.2843269035890692
195,29.3,3.892422214627126
196,34.6,-0.09086277032778883
197,36.6,-0.7465710366787374
198,48.2,-1.2867812038614326
199,39.1,-1.072342251936871
200,31.6,-1.2772293164744202
201,25.5,0.31387284629331275
202,45.9,-1.3746555657408557
203,31.5,-0.41681914862943714
204,46.1,-1.344414531928772
205,26.6,0.7314396460658289
206,21.4,0.7288518747220962
207,44.0,-1.9019624077848316
208,34.2,-0.36697529326564277
209,26.2,0.6974667264219039
210,40.9,-1.525474681367294
211,52.2,-1.1011786279805094
212,43.5,0.0036175522325535923
213,31.1,0.4418215795822369
214,58.0,-1.7346951234439754
215,20.9,1.1978784332984964
216,48.1,-1.4027072048417752
217,39.7,0.09678209168669416
218,40.8,-1.241225470954261
219,43.8,-0.3806880355911383
220,40.2,-1.4380238967548478
221,78.3,-1.7676451626400222
222,38.5,0.390949994462088
223,48.5,-1.7708904893481434
224,42.3,0.38464512532431977
225,46.0,-1.242331179834401
226,49.0,-0.8174537263657342
227,12.8,3.966026660830303
228,40.2,-1.6409998250685274
229,46.6,0.9638502353751518
230,19.0,1.5114058955019207
231,33.4,1.5857449120792357
232,14.7,3.9293148274653404
233,17.4,3.8947025656245025
234,32.4,-1.7048755864419614
235,23.9,1.5201522253226436
236,39.3,-1.0724933368778167
237,61.9,-1.8967915078155997
238,39.0,0.48084906513727743
239,40.6,0.47466375157081275
240,29.7,0.28702469522403296
241,28.8,1.342336762552448
242,41.4,-1.0164270162566473
243,33.4,1.4687714038083184
244,48.2,-1.6743153509520183
245,21.7,0.8429871050230906
246,40.8,-0.9387797278857276
247,40.6,-0.7257616622016068
248,23.1,0.3624752889902353
249,22.3,0.2572030750655968
250,15.0,5.179903428589097
251,30.0,-1.1447182674947645
252,13.8,1.4626190518825448
253,52.7,-1.7533706121966641
254,25.9,1.3104573393978247
255,51.8,-1.3543394940433
256,17.4,4.780577831946357
257,26.5,-0.048723638636590544
258,43.9,0.18801338749588375
259,63.3,-1.3071539299842594
260,28.8,0.25585902376711156
261,30.7,0.6865483399704186
262,24.4,1.7445418034485405
263,53.0,-1.3257390431760838
264,31.7,1.579519751667676
265,40.6,-1.144978802924158
266,38.1,-0.52810956114047
267,23.7,1.172937929771144
268,41.1,-0.8117324243672334
269,40.1,-1.1122261663276969
270,23.0,0.249633863355552
271,117.5,0.019975797360512026
272,26.5,-1.3146201483429012
273,40.5,-0.4305690501638524
274,29.3,0.04082189568058501
275,41.0,-1.1346190696729326
276,49.7,-1.1723900017486748
277,34.0,-0.1174771571055243
278,27.7,1.597003193666224
279,44.0,-0.42117094217176815
280,31.1,0.9291661956856047
281,45.4,-0.8247464458388579
282,44.8,-1.6553880238788423
283,25.6,0.7682327165208036
284,23.5,0.6014413772818019
285,34.4,-1.103016646307346
286,55.3,-0.31948686888162586
287,56.3,-1.7471055899039907
288,32.9,-0.11751701146862886
289,51.0,-1.2633186444668685
290,44.5,-1.293616874522667
291,37.0,0.20157126176142695
292,54.4,-0.6431973360553273
293,24.5,-0.03426742546511503
294,42.5,-1.1208551934348427
295,38.1,-1.2647068376523294
296,21.8,1.580243928588073
297,34.1,-0.8491410217075774
298,28.5,-0.6994884570053184
299,16.7,3.9910070187207594
300,46.1,-2.0682604237383337
301,36.9,-0.5470073093634513
302,35.7,0.16776061439655435
303,23.2,1.7694823069758931
304,38.4,0.2459860999204923
305,29.4,1.092476192453431
306,55.0,-1.3133285767160687
307,50.2,0.04892820545097566
308,24.7,0.9531820333654218
309,53.0,-1.2883482113076026
310,19.1,1.5850605119426995
311,24.7,0.5504690080564043
312,42.2,-0.5804934718518601
313,78.0,-1.3942385826699535
314,42.8,-0.7275044284536623
315,41.6,-1.0832058435186072
316,27.3,0.6218149686261882
317,42.0,-1.0350626506462313
318,37.5,-0.212153106407341
319,49.8,-1.889679384181409
320,26.9,-0.2005522833956796
321,18.6,4.097789207880306
322,37.7,-0.7945895795926083
323,33.1,0.012308692499812129
324,42.5,-1.313686389040024
325,31.3,1.3104537200776578
326,38.1,-1.3194874242844774
327,62.1,-0.5933561758457174
328,36.7,-0.7240671126810331
329,23.6,0.8448028079960642
330,19.2,4.116544405359205
331,12.8,1.4735675763939362
332,15.6,4.206397269907646
333,39.6,-0.18059346962783723
334,38.4,-0.7711602750968073
335,22.8,-0.9993961377775642
336,36.5,-0.6782839991143265
337,35.6,0.6471185336857224
338,30.9,-0.8152602664957329
339,36.3,-1.4833021657937016
340,50.4,-1.3044584869885951
341,42.9,0.16796548726861082
342,37.0,-0.538573103441879
343,53.5,-1.765820933019783
344,46.6,-1.4302953549672999
345,41.2,1.1113312492528984
346,37.9,0.18609338705481077
347,30.8,1.366520040698827
348,11.2,5.381726047059785
349,53.7,-1.3296042593627138
350,47.0,-0.7711602750968073
351,42.3,-0.41185370704805985
352,28.6,1.5557385370353318
353,25.7,1.977121684504749
354,31.3,1.5857050577161316
355,30.1,0.7473078866315133
356,60.7,-1.2246091238668588
357,45.3,-0.004829229922032519
358,44.9,-1.418782235656184
359,45.1,-0.823718741140398
360,24.7,0.9056186808704372
361,47.1,-2.153214090447185
362,63.3,-1.4016270433088038
363,40.0,-0.7548822735230885
364,48.0,-2.058598774916852
365,33.1,-1.1305515328235372
366,29.5,1.4944751074703784
367,24.8,0.7776912669933512
368,20.9,1.401677070277284
369,43.1,0.013067338712737648
370,22.8,1.5410165817712635
371,42.1,-1.3382690802434212
372,51.7,-0.18983013656372233
373,41.5,-1.0785674123484308
374,52.2,0.0036175522325535923
375,49.5,-1.1200533885487196
376,23.8,0.39186808200292156
377,30.5,1.3622866920989476
378,56.8,-0.8139220115574949
379,37.4,-1.3251361350957267
380,69.7,-1.3134189522769328
381,53.3,-1.2936965832488758
382,47.3,-1.8953332156966578
383,29.3,3.655293724813318
384,40.3,-0.8126372949595507
385,12.9,3.901924295380533
386,46.6,-2.1256636718059285
387,55.3,0.19862341660413854
388,25.6,1.576195277397271
389,27.3,1.5747550348226043
390,67.7,-1.2929320802671393
391,38.6,-1.4950264286041157
392,31.3,0.8611447130484781
393,35.3,-1.1531375096627798
394,40.3,-0.7861276537062187
395,24.7,3.6114206887656546
396,42.5,-0.6109267256501038
397,31.9,-0.3147561747004407
398,32.2,-0.7661577351145863
399,23.0,1.3622866920989476
400,37.3,0.003431063812103655
401,35.5,-0.7772588407726503
402,27.7,1.5733007903668788
403,28.5,-0.00014163584131654292
404,39.7,-1.9624812280778527
405,41.2,-1.2946132336002762
406,37.2,-0.46167474007386056
407,40.5,-1.1406090776973228
408,22.3,0.8681879946388521
409,28.1,1.5889388061254968
410,15.4,3.967142582997225
411,50.0,-1.7657810786566788
412,40.6,-1.3475175579087957
413,52.5,-0.7524847863441189
414,63.9,-1.7034895976239501
